,Year,Crop Type,Yield (kg/ha),Avg Temp (°C),Total Rainfall (mm),Avg Sunlight (hours/day),Soil pH,Soil Moisture (%),Fertilizer Used (kg/ha),Pesticide Used (L/ha),Region
19054,2022,Rice,6411,25.9,310,8.1,6.7,38.6,146,4.7,South
19055,2022,Rice,8187,28.4,383,9.7,6.0,42.6,111,4.8,West
19056,2023,Wheat,6698,23.4,362,11.6,6.4,26.7,158,5.0,South
19057,2019,Wheat,8201,22.4,400,9.9,6.7,37.0,146,6.8,South
19058,2023,Wheat,5839,26.4,399,7.1,5.9,34.8,140,6.2,South
19059,2020,Corn,6746,20.5,346,8.9,6.2,33.4,124,4.7,North
19060,2023,Rice,6976,27.7,366,7.0,6.1,43.2,130,5.2,North
19061,2021,Corn,6850,20.7,408,6.7,6.0,44.9,151,6.9,North
19062,2018,Corn,8417,17.6,350,8.0,6.8,32.3,137,6.8,North
19063,2018,Rice,7451,24.2,365,7.2,6.5,33.9,99,4.5,South
19064,2018,Wheat,4997,27.9,362,11.6,6.5,36.6,129,5.2,West
19065,2019,Rice,7448,26.0,373,6.3,5.8,35.4,145,6.3,North
19066,2019,Corn,5290,29.9,378,11.8,6.2,36.4,133,5.7,North
19067,2020,Wheat,4604,18.8,371,11.0,6.4,25.4,149,6.3,North
19068,2024,Wheat,4509,21.5,335,7.6,6.3,37.2,116,6.9,North
19069,2018,Corn,8196,21.9,318,6.6,6.5,37.5,103,5.0,West
19070,2020,Wheat,7598,17.8,332,9.4,6.6,42.2,136,5.1,South
19071,2024,Wheat,7158,17.6,341,7.5,6.6,35.0,106,6.7,West
19072,2018,Rice,7316,17.4,384,7.5,6.7,29.7,103,4.5,West
19073,2019,Rice,4826,22.3,348,9.4,6.4,34.6,148,5.6,North
19074,2024,Corn,8066,28.0,338,8.7,6.7,34.6,97,5.3,West
19075,2021,Corn,5382,26.2,310,9.0,6.8,37.5,122,6.7,South
19076,2021,Corn,6171,22.8,328,7.9,6.3,34.5,122,5.5,North
19077,2021,Wheat,5406,20.4,392,7.9,5.8,32.4,135,5.7,West
19078,2023,Corn,5237,17.2,389,12.0,6.1,42.0,124,6.3,South
19079,2021,Rice,6674,19.3,317,8.4,6.3,44.4,136,5.6,West
19080,2022,Wheat,5639,22.0,328,7.3,6.5,35.3,129,5.3,West
19081,2018,Corn,5423,21.8,379,10.2,6.4,37.2,123,5.4,South
19082,2021,Wheat,8373,20.4,302,10.7,6.4,37.3,120,6.7,South
19083,2024,Wheat,4670,30.0,363,7.4,6.5,34.9,150,5.4,South
19084,2022,Wheat,6759,22.8,306,6.7,6.3,26.2,118,6.7,West
19085,2022,Corn,7471,20.5,360,7.8,6.6,25.1,140,5.0,North
19086,2022,Wheat,6736,22.3,383,9.2,6.5,42.0,132,7.0,West
19087,2020,Wheat,6013,20.6,306,8.3,6.6,28.9,141,6.7,West
19088,2024,Wheat,7480,21.6,293,6.9,6.5,37.6,112,6.7,North
19089,2020,Rice,4886,18.6,304,6.1,5.9,37.2,104,6.2,West
19090,2022,Corn,7324,17.0,331,9.0,6.0,36.0,136,5.9,South
19091,2023,Rice,5511,23.4,302,11.2,6.0,26.8,155,4.6,South
19092,2021,Wheat,7273,23.4,399,9.6,5.8,25.3,134,5.4,North
19093,2018,Wheat,6124,19.0,280,11.2,6.0,28.6,115,4.6,South
19094,2024,Rice,5653,27.8,405,10.6,6.4,36.7,97,5.5,South
19095,2023,Wheat,6570,19.5,281,8.1,5.9,35.5,103,4.9,North
19096,2019,Rice,7750,27.0,391,8.5,6.1,39.2,147,4.9,North
19097,2020,Wheat,6948,19.5,300,11.2,6.4,32.3,137,6.5,South
19098,2021,Wheat,5004,20.7,350,10.2,6.0,40.4,158,5.3,West
19099,2021,Wheat,5420,20.5,338,9.4,6.0,35.6,156,5.5,South
19100,2019,Wheat,6495,20.0,288,11.7,6.6,25.6,115,6.9,West
19101,2019,Corn,7982,29.4,399,6.3,6.3,26.1,158,5.0,West
19102,2024,Corn,6055,20.4,352,11.1,6.1,29.7,99,5.9,North
19103,2021,Corn,6876,23.3,394,7.9,6.3,32.0,149,6.9,South
19104,2019,Rice,7018,26.6,379,9.9,6.2,44.3,151,7.0,West
19105,2021,Rice,5943,21.1,352,11.5,6.8,43.1,138,4.7,West
19106,2023,Rice,4911,17.2,392,8.1,6.0,36.0,105,4.9,North
19107,2024,Rice,7301,26.9,353,9.0,6.5,28.2,105,6.8,South
19108,2019,Corn,6275,20.7,296,7.9,6.7,44.6,96,6.7,West
19109,2023,Rice,4528,28.4,283,10.2,6.5,35.3,127,5.1,South
19110,2023,Rice,6792,23.4,343,6.8,6.2,36.4,148,6.5,South
19111,2019,Rice,8203,25.1,328,10.5,6.5,34.4,109,6.1,South
19112,2024,Wheat,7485,29.4,379,10.7,6.0,35.0,101,5.4,South
19113,2021,Rice,5325,28.3,285,6.4,6.5,39.2,121,4.9,North
19114,2022,Wheat,6409,27.3,383,8.4,6.6,27.8,133,5.4,North
19115,2021,Rice,8115,23.9,288,10.2,6.2,34.4,117,6.0,North
19116,2018,Rice,8223,19.2,337,6.6,6.4,27.2,155,5.3,North
19117,2019,Wheat,8241,27.9,311,10.8,6.4,27.9,98,6.4,West
19118,2020,Rice,5583,18.2,309,9.9,6.4,33.6,146,5.7,South
19119,2024,Wheat,4638,28.5,324,8.8,6.0,28.8,115,5.1,South
19120,2019,Rice,4856,27.0,393,6.6,6.4,44.0,129,6.7,North
19121,2018,Rice,6759,27.4,310,6.4,6.2,26.7,131,5.4,South
19122,2023,Wheat,5662,21.9,407,7.5,5.9,44.6,148,4.5,North
19123,2020,Corn,7939,18.1,296,10.7,5.9,43.8,138,6.5,West
19124,2020,Wheat,8194,26.5,392,11.3,6.6,41.2,146,4.8,South
19125,2021,Corn,7033,29.7,404,7.5,6.6,36.1,126,6.8,North
19126,2022,Wheat,6016,28.2,333,7.8,6.7,33.9,148,4.6,North
19127,2021,Corn,5859,27.9,358,7.0,6.3,39.3,95,5.5,North
19128,2024,Rice,8334,25.2,326,10.1,6.4,26.3,133,6.2,South
19129,2020,Corn,6134,18.5,355,6.2,5.9,35.8,156,4.7,North
19130,2020,Rice,6725,28.2,394,11.6,6.1,42.8,123,6.6,South
19131,2022,Wheat,7060,19.9,394,7.7,6.6,36.6,156,6.6,West
19132,2024,Corn,8172,20.4,305,10.6,6.1,30.6,129,6.6,South
19133,2019,Rice,6660,26.8,347,11.8,5.9,32.4,132,5.2,North
19134,2022,Wheat,4782,26.3,292,6.9,5.9,38.9,143,4.7,South
19135,2023,Corn,5639,17.9,308,6.7,6.3,25.1,100,6.5,West
19136,2021,Rice,7091,20.3,333,7.7,6.7,37.2,121,6.7,West
19137,2019,Corn,6297,27.6,352,9.5,6.2,30.7,150,5.3,West
19138,2021,Corn,4540,29.3,300,6.0,6.5,32.4,120,5.9,South
19139,2022,Rice,7479,20.5,288,9.6,6.2,29.9,138,6.4,South
19140,2019,Rice,5690,26.9,327,9.5,6.6,42.7,158,6.4,North
19141,2022,Wheat,7402,23.6,364,6.3,6.6,41.2,115,4.9,South
19142,2023,Rice,5744,21.9,351,9.1,6.7,41.9,120,5.6,South
19143,2018,Rice,7473,28.7,294,11.0,6.1,32.6,121,4.5,North
19144,2020,Corn,8297,24.1,356,7.8,6.3,26.7,114,6.0,South
19145,2024,Rice,4812,26.0,376,10.9,6.4,37.7,119,4.9,North
19146,2019,Corn,6430,24.7,402,8.7,6.3,38.1,136,6.8,South
19147,2020,Corn,7917,25.4,311,11.1,5.9,32.8,105,5.2,North
19148,2018,Rice,7018,23.7,315,8.8,6.4,25.5,135,5.7,North
19149,2019,Rice,5654,23.9,366,11.4,5.9,28.7,151,5.1,South
19150,2020,Rice,4547,28.1,405,11.5,6.6,24.3,137,5.8,South
19151,2020,Rice,4633,20.9,409,6.0,5.9,39.0,108,5.3,South
19152,2019,Wheat,7066,26.6,365,8.3,6.6,42.7,121,6.0,North
19153,2020,Corn,6079,20.5,348,11.3,6.0,42.5,144,6.7,South
19154,2020,Wheat,7546,17.9,322,6.1,6.5,29.1,146,6.5,South
19155,2019,Wheat,6864,28.7,310,6.6,5.8,28.3,143,5.4,North
19156,2024,Corn,8009,22.3,342,8.6,5.9,33.7,148,4.9,North
19157,2020,Wheat,8006,25.9,307,11.9,5.8,28.3,124,6.0,South
19158,2020,Rice,6633,26.9,376,11.6,6.0,26.7,144,4.6,South
19159,2024,Rice,5571,27.4,307,9.5,5.8,27.6,137,6.0,North
19160,2021,Rice,7557,19.9,284,7.5,5.9,32.9,129,5.7,West
19161,2023,Rice,7037,25.5,320,9.9,5.8,33.6,115,5.4,South
19162,2021,Corn,8400,26.9,389,7.9,6.2,37.9,134,4.9,West
19163,2018,Rice,6388,18.6,355,9.9,6.0,44.3,120,6.4,South
19164,2021,Corn,6971,18.8,396,7.0,6.1,43.1,138,6.9,South
19165,2021,Corn,6934,21.7,345,9.6,6.1,31.5,153,4.9,North
19166,2018,Corn,5425,20.9,352,10.1,6.6,27.7,156,5.4,West
19167,2020,Corn,4739,27.4,390,10.3,6.0,44.2,101,5.1,North
19168,2020,Wheat,8235,25.4,399,11.9,6.3,37.8,135,7.0,West
19169,2021,Wheat,8022,23.5,406,6.2,5.9,36.4,96,6.9,South
19170,2018,Rice,6805,18.4,336,6.5,6.2,35.1,149,4.9,South
19171,2020,Corn,4543,18.5,344,9.6,6.6,31.2,154,5.2,West
19172,2022,Rice,5691,23.7,326,8.9,6.3,36.5,100,4.8,North
19173,2019,Rice,6310,28.5,319,9.8,6.1,33.0,157,6.1,South
19174,2019,Rice,5714,27.1,327,10.2,6.2,34.9,152,5.5,West
19175,2023,Rice,5163,28.5,318,6.2,6.4,34.9,124,6.8,North
19176,2019,Corn,6085,24.3,380,8.9,6.7,24.4,154,5.3,West
19177,2021,Corn,7847,19.9,399,9.0,6.6,31.1,156,5.7,South
19178,2019,Wheat,6348,17.4,322,9.7,6.8,27.3,100,6.4,South
19179,2019,Corn,7554,29.2,323,8.2,6.0,42.4,110,5.2,North
19180,2022,Corn,7940,23.2,357,6.4,6.0,36.0,101,4.7,West
19181,2020,Rice,7877,28.2,355,7.9,5.9,32.9,143,5.8,South
19182,2022,Corn,8178,26.5,387,7.3,6.3,37.8,102,5.8,West
19183,2021,Rice,5253,27.8,286,10.7,6.0,28.2,103,6.3,South
19184,2019,Corn,4604,19.7,364,11.3,6.5,30.1,147,5.9,West
19185,2024,Wheat,7501,25.8,337,7.0,6.8,29.6,117,6.4,South
19186,2020,Rice,5426,26.4,370,9.7,6.4,36.7,133,6.8,West
19187,2023,Corn,7992,24.2,289,7.2,6.5,34.7,153,6.3,South
19188,2023,Corn,6398,27.9,313,11.0,6.0,35.0,137,6.5,North
19189,2019,Rice,5872,29.8,339,10.6,6.6,44.3,103,5.0,West
19190,2019,Wheat,8343,17.1,409,9.5,6.7,27.6,117,4.9,North
19191,2023,Wheat,5453,22.9,324,7.9,6.7,28.6,152,5.5,North
19192,2023,Corn,6173,26.8,284,11.9,6.7,36.1,136,4.8,South
19193,2024,Corn,5842,26.4,305,9.9,6.1,34.7,136,5.8,North
19194,2021,Corn,7991,23.1,358,10.4,6.3,33.5,113,6.0,North
19195,2019,Rice,7242,27.9,305,11.3,6.1,33.3,139,5.2,West
19196,2023,Rice,6604,25.8,371,10.9,6.7,37.1,104,7.0,West
19197,2024,Rice,4739,24.1,364,10.9,6.7,40.6,158,6.5,West
19198,2018,Corn,7528,20.5,301,7.5,6.5,32.0,128,6.4,South
19199,2023,Wheat,6974,21.8,289,7.9,6.0,34.6,95,6.1,North
19200,2020,Rice,7164,29.9,321,8.4,5.9,39.4,137,5.1,North
19201,2020,Wheat,7124,28.8,378,11.5,6.7,33.0,144,5.0,North
19202,2018,Corn,7549,26.0,354,6.3,6.2,28.8,139,4.9,West
19203,2021,Rice,6687,28.2,360,7.6,6.4,27.5,145,6.5,West
19204,2019,Rice,6609,18.8,386,8.7,6.6,25.5,103,5.4,North
19205,2019,Rice,4651,20.5,311,10.3,6.5,38.7,105,5.0,South
19206,2023,Corn,4629,28.5,346,7.0,6.8,29.8,147,6.8,North
19207,2020,Corn,6978,23.1,399,9.0,6.4,35.2,131,6.6,West
19208,2021,Corn,8209,24.7,381,8.0,6.4,37.5,105,4.6,West
19209,2021,Wheat,5963,28.5,393,7.3,6.4,39.1,123,5.2,North
19210,2021,Wheat,5735,22.3,302,6.4,6.3,24.9,141,5.6,South
19211,2023,Rice,4899,23.3,329,10.9,6.6,29.7,104,5.0,South
19212,2019,Rice,7221,18.5,344,10.1,6.7,29.9,138,5.7,West
19213,2021,Corn,6240,29.9,297,7.7,6.7,33.7,96,5.9,South
19214,2023,Corn,6437,29.7,395,8.3,6.3,34.0,101,5.8,West
19215,2023,Corn,5040,20.9,378,9.3,6.7,28.8,154,5.7,North
19216,2018,Rice,4681,28.1,397,7.9,5.9,27.7,149,6.6,North
19217,2022,Corn,5574,26.6,375,7.1,6.4,41.6,158,4.5,North
19218,2021,Wheat,6270,18.9,312,7.3,6.3,34.5,98,4.6,North
19219,2022,Wheat,7073,17.3,321,11.1,6.0,27.1,134,6.7,South
19220,2019,Rice,6897,17.2,361,8.9,6.8,33.8,148,6.5,North
19221,2023,Rice,5581,17.9,358,8.8,6.8,41.1,122,6.3,North
19222,2024,Wheat,4918,25.2,370,8.3,5.8,30.7,96,5.2,West
19223,2021,Corn,5660,23.4,400,10.3,6.3,27.7,137,4.7,South
19224,2024,Rice,5139,30.0,303,11.0,6.0,40.0,113,5.1,North
19225,2020,Rice,6584,20.7,405,10.3,6.1,24.6,140,6.8,North
19226,2019,Rice,4993,26.4,282,8.9,6.1,36.0,110,5.3,West
19227,2018,Wheat,4858,22.0,350,7.2,6.1,38.9,127,6.0,South
19228,2018,Rice,6303,18.3,312,9.3,6.4,33.7,122,5.9,North
19229,2022,Wheat,5608,28.4,301,10.4,6.3,24.5,125,4.6,West
19230,2023,Wheat,8293,22.2,293,8.5,6.3,41.6,155,6.5,West
19231,2022,Corn,7198,28.9,404,11.9,6.3,38.8,136,5.4,West
19232,2020,Corn,5038,29.2,333,11.6,6.4,24.8,122,4.6,North
19233,2020,Corn,4843,27.7,310,11.6,6.1,33.3,121,5.0,West
19234,2018,Rice,7292,17.4,348,9.6,6.6,30.8,120,5.6,North
19235,2024,Wheat,6718,29.6,378,9.3,6.4,43.8,152,6.6,West
19236,2021,Rice,6213,18.6,375,9.2,6.1,33.9,155,5.4,West
19237,2018,Wheat,5365,29.1,394,8.8,6.0,26.6,104,6.0,South
19238,2018,Rice,6567,24.9,289,7.0,6.6,24.0,120,5.8,West
19239,2024,Wheat,6432,21.9,398,11.3,6.3,35.4,131,5.4,South
19240,2024,Corn,6850,26.4,380,10.9,6.0,29.9,98,4.8,North
19241,2020,Corn,5275,23.6,406,10.5,6.6,30.5,151,6.7,South
19242,2024,Rice,5496,27.3,302,10.1,6.5,41.7,116,6.8,South
19243,2022,Wheat,7768,23.7,340,8.8,6.1,29.8,139,5.0,North
19244,2020,Corn,6874,21.8,374,12.0,6.1,35.4,150,4.7,West
19245,2024,Wheat,5075,21.7,401,8.6,6.0,34.3,105,7.0,West
19246,2023,Rice,8127,21.6,383,7.6,5.9,30.6,113,5.8,North
19247,2020,Corn,8327,23.1,388,8.0,6.7,36.3,112,5.2,West
19248,2020,Rice,5535,18.4,300,10.3,6.8,37.6,106,4.7,North
19249,2018,Rice,4860,25.6,326,7.8,6.2,29.6,117,6.1,South
19250,2021,Wheat,7319,21.4,376,10.0,5.9,28.9,154,6.2,North
19251,2018,Rice,4795,24.3,338,10.3,6.1,30.4,134,6.7,West
19252,2019,Rice,5926,23.8,308,11.4,6.2,30.2,154,4.9,North
19253,2020,Wheat,8009,28.1,290,8.8,6.1,29.0,138,6.9,West
19254,2024,Wheat,7316,28.2,308,8.9,5.9,44.4,148,6.5,West
19255,2024,Rice,5898,29.9,394,6.4,5.9,31.5,148,6.9,West
19256,2024,Corn,6270,20.1,365,7.1,6.7,24.1,145,4.9,North
19257,2020,Corn,7306,17.4,368,7.5,6.6,38.4,112,6.6,West
19258,2024,Wheat,7200,22.5,364,11.6,6.0,28.9,100,6.2,West
19259,2019,Rice,7365,28.7,393,9.8,6.5,32.5,145,5.0,North
19260,2020,Corn,5192,24.8,335,11.4,5.9,38.9,131,6.6,North
19261,2024,Wheat,4999,21.9,282,7.9,6.1,34.1,102,6.4,South
19262,2020,Wheat,7997,27.0,292,8.0,6.5,39.0,144,6.1,South
19263,2023,Wheat,8448,26.3,349,9.0,6.4,43.7,155,7.0,West
19264,2020,Rice,8236,26.3,290,10.0,6.4,24.9,141,6.0,West
19265,2019,Wheat,5567,23.7,399,6.9,6.2,25.8,114,6.0,West
19266,2018,Corn,5632,23.9,335,7.0,6.1,31.9,95,6.0,South
19267,2020,Rice,5621,24.2,288,10.8,6.2,26.9,118,5.9,West
19268,2021,Corn,6262,24.2,402,11.2,6.1,36.3,148,6.9,South
19269,2019,Corn,8016,19.7,401,6.0,5.9,44.3,147,6.7,South
19270,2022,Corn,7652,20.2,362,10.3,6.0,39.0,147,6.3,South
19271,2023,Rice,5741,21.9,358,8.2,5.8,39.1,158,6.6,South
19272,2019,Corn,6696,28.1,298,8.1,6.0,29.7,136,5.5,North
19273,2018,Wheat,5446,23.0,376,9.3,6.1,36.3,139,6.9,North
19274,2024,Wheat,7647,29.0,283,10.5,6.1,37.2,102,6.2,West
19275,2024,Corn,6115,27.3,326,11.6,6.7,43.0,141,6.9,West
19276,2019,Wheat,5063,28.2,378,6.1,6.6,38.3,115,5.7,North
19277,2022,Rice,4562,18.7,403,7.6,6.3,38.6,149,4.5,West
19278,2024,Rice,6119,18.9,312,8.3,6.5,26.4,153,5.0,North
19279,2023,Wheat,6473,20.1,327,6.5,6.0,38.1,140,6.3,North
19280,2021,Wheat,4893,25.6,405,6.2,6.3,42.4,105,5.8,West
19281,2022,Rice,8426,23.2,391,12.0,6.6,29.8,131,6.5,South
19282,2019,Corn,6026,19.2,358,9.9,6.0,25.2,152,5.3,South
19283,2022,Rice,7938,26.7,380,7.6,6.6,30.5,148,6.8,South
19284,2024,Corn,6001,23.7,326,8.3,6.2,30.1,114,4.7,North
19285,2024,Wheat,7826,26.5,384,10.2,6.0,26.2,113,6.7,West
19286,2019,Wheat,6606,28.8,326,6.9,5.9,31.9,97,6.1,West
19287,2024,Corn,5019,28.9,367,8.5,6.8,41.3,143,6.6,South
19288,2024,Corn,7366,20.9,361,11.2,6.0,42.7,150,6.2,West
19289,2021,Rice,4888,19.1,296,7.6,6.6,41.5,107,6.6,North
19290,2021,Corn,5087,22.6,408,7.0,6.3,43.8,101,5.7,West
19291,2018,Wheat,7997,18.1,334,11.3,6.7,43.5,157,5.9,West
19292,2021,Wheat,7561,17.6,290,11.7,6.6,27.8,158,4.5,West
19293,2020,Wheat,6113,29.7,312,11.3,6.0,24.9,156,6.4,South
19294,2022,Corn,5135,29.6,343,11.5,6.8,27.2,96,4.8,North
19295,2022,Corn,8073,21.6,337,8.4,6.2,33.4,146,6.0,West
19296,2019,Wheat,7071,27.7,387,8.8,6.6,41.9,141,5.6,West
19297,2021,Corn,4779,19.9,297,9.7,6.8,34.9,138,6.9,South
19298,2018,Rice,7616,22.4,357,6.4,6.1,42.9,149,5.3,South
19299,2024,Rice,7112,26.4,402,10.1,6.5,25.4,115,6.3,North
19300,2018,Corn,7752,24.2,322,9.3,6.0,43.6,142,6.5,South
19301,2018,Corn,7972,27.7,336,11.6,6.4,42.5,143,7.0,North
19302,2023,Wheat,6484,29.7,297,9.3,6.2,38.2,108,4.9,South
19303,2024,Corn,7945,17.1,339,11.9,6.1,28.4,98,6.5,West
19304,2020,Wheat,6781,29.0,368,11.8,5.9,43.7,118,5.4,South
19305,2021,Rice,4685,22.4,284,8.4,6.0,28.6,114,5.5,West
19306,2024,Corn,5304,22.3,397,6.2,6.7,43.8,148,5.9,West
19307,2018,Rice,4574,17.0,379,10.8,6.4,43.6,128,5.5,West
19308,2024,Corn,7485,27.8,294,11.1,6.0,41.0,117,5.8,West
19309,2020,Corn,5209,26.9,318,9.3,6.3,42.6,131,5.7,South
19310,2022,Wheat,8162,28.6,367,10.4,6.5,35.4,113,4.8,North
19311,2019,Wheat,6780,19.2,292,8.9,6.6,39.0,124,4.6,South
19312,2021,Corn,5691,19.8,308,9.8,6.5,24.5,119,4.7,South
19313,2021,Corn,5034,20.9,377,9.1,6.0,24.4,139,6.2,South
19314,2023,Wheat,5930,23.9,284,8.9,6.7,43.6,102,6.3,West
19315,2022,Rice,6521,21.5,300,10.9,6.3,29.8,112,5.3,North
19316,2021,Corn,5753,20.9,346,7.1,6.5,41.2,107,5.0,West
19317,2023,Wheat,8388,19.4,392,8.5,6.1,32.4,154,6.2,North
19318,2023,Corn,5395,19.1,329,10.0,6.4,41.1,112,4.9,South
19319,2023,Wheat,5471,23.1,296,11.9,6.3,26.7,120,6.5,South
19320,2021,Rice,5146,22.8,332,9.4,6.0,27.6,109,5.8,South
19321,2021,Corn,6840,27.2,401,9.3,6.7,37.6,140,4.6,West
19322,2021,Corn,7971,27.7,354,9.0,6.4,24.0,145,5.4,North
19323,2020,Rice,6538,26.1,280,6.3,6.1,31.5,147,6.8,North
19324,2023,Corn,4537,27.8,281,9.9,6.4,25.7,137,6.1,South
19325,2020,Corn,5755,18.4,291,11.8,6.7,29.5,102,6.7,South
19326,2019,Corn,8438,23.0,321,10.3,6.4,41.5,120,6.4,West
19327,2021,Wheat,6715,20.7,281,7.9,6.2,43.6,106,6.2,South
19328,2024,Wheat,7856,20.3,296,9.9,6.4,33.1,142,4.6,South
19329,2022,Corn,4602,26.3,320,9.0,6.1,41.2,100,5.8,North
19330,2018,Rice,4644,27.8,363,10.0,6.4,24.3,157,5.5,West
19331,2019,Rice,5254,18.5,387,12.0,6.2,40.2,103,5.8,South
19332,2024,Corn,7207,18.6,344,9.7,6.0,44.3,103,5.4,West
19333,2018,Wheat,4865,25.3,399,6.1,6.0,38.3,141,6.9,West
19334,2018,Wheat,6700,18.9,294,7.5,6.3,39.9,129,6.8,North
19335,2021,Corn,7375,27.0,388,8.5,6.0,41.1,155,6.7,West
19336,2022,Wheat,6969,27.8,377,6.4,6.4,31.6,132,5.0,West
19337,2018,Wheat,6866,23.8,344,8.8,6.7,26.1,124,6.2,North
19338,2023,Rice,6330,28.8,288,8.7,6.3,33.0,115,6.6,West
19339,2024,Corn,8209,17.3,368,11.3,6.7,24.8,114,6.0,South
19340,2018,Wheat,6227,19.9,403,7.7,6.7,38.2,117,6.5,South
19341,2019,Wheat,7032,27.0,357,8.4,6.4,42.2,118,5.8,South
19342,2022,Wheat,4582,29.4,384,7.4,6.4,42.3,104,5.7,South
19343,2022,Corn,8104,29.5,310,10.8,6.5,41.9,131,6.2,South
19344,2018,Corn,5811,17.0,379,10.7,5.9,31.6,108,5.2,South
19345,2022,Wheat,8367,25.2,287,11.7,6.4,36.8,158,6.7,West
19346,2019,Rice,6394,17.4,391,11.0,6.4,32.1,148,5.3,North
19347,2024,Rice,6012,26.1,311,10.8,6.0,24.4,109,4.6,West
19348,2019,Corn,7839,27.0,326,7.4,6.5,31.3,101,6.3,South
19349,2019,Rice,6156,28.1,287,10.1,6.6,43.3,150,6.8,West
19350,2023,Wheat,8194,23.9,283,6.3,6.0,34.5,118,5.4,West
19351,2021,Corn,6626,28.1,315,6.1,5.8,38.7,96,5.1,West
19352,2018,Corn,8431,29.0,305,7.8,6.3,41.1,119,5.7,West
19353,2024,Rice,7947,23.9,312,11.2,6.0,25.5,135,6.6,North
19354,2022,Corn,8168,23.8,326,7.7,5.8,31.6,118,6.0,South
19355,2019,Rice,6115,23.6,294,11.6,6.2,44.6,113,5.9,West
19356,2018,Rice,4650,23.6,333,7.3,6.4,24.4,121,6.9,North
19357,2024,Wheat,7303,27.1,323,6.3,6.6,44.8,140,5.7,South
19358,2024,Rice,5229,17.9,282,9.6,6.2,40.5,96,5.0,North
19359,2018,Rice,6562,22.9,335,10.9,6.0,26.4,126,5.2,South
19360,2021,Corn,4600,23.8,333,9.4,6.1,35.1,115,5.7,South
19361,2023,Wheat,5279,19.8,372,9.0,6.3,43.8,97,5.5,West
19362,2022,Wheat,7959,24.0,407,8.6,6.5,40.6,137,5.6,North
19363,2023,Rice,5558,22.9,344,10.3,6.4,40.4,109,5.4,South
19364,2024,Corn,6898,26.6,375,11.8,6.3,39.5,115,6.9,South
19365,2022,Corn,7504,21.6,316,7.9,6.1,24.9,102,4.5,North
19366,2024,Corn,6830,29.3,316,8.1,6.4,36.6,136,6.0,West
19367,2019,Wheat,5136,22.4,304,6.4,6.5,30.4,97,6.4,West
19368,2019,Wheat,6259,25.2,329,7.0,6.7,28.1,106,5.9,South
19369,2018,Rice,6196,19.9,388,9.2,5.8,31.9,116,6.7,West
19370,2022,Rice,5024,26.0,328,7.9,6.4,40.5,123,6.9,North
19371,2022,Corn,4664,23.7,287,10.9,6.4,26.7,124,4.9,South
19372,2024,Rice,4927,21.4,373,9.7,6.0,30.7,106,5.4,South
19373,2023,Corn,5781,21.5,400,10.4,6.4,31.4,132,5.5,West
19374,2019,Wheat,5433,21.9,370,8.7,6.5,26.6,130,6.8,West
19375,2020,Rice,8376,22.7,393,6.6,6.6,26.9,125,6.3,North
19376,2018,Corn,6990,20.2,292,9.4,6.5,28.5,145,6.6,West
19377,2022,Wheat,7173,20.6,300,7.6,6.8,37.2,128,6.7,North
19378,2021,Corn,7691,29.5,352,9.1,6.6,32.9,133,4.5,South
19379,2021,Rice,6616,20.9,312,6.7,6.2,45.0,108,5.3,North
19380,2020,Corn,6821,25.1,280,10.7,6.7,27.3,97,5.0,North
19381,2019,Wheat,5059,21.5,351,8.4,6.0,25.5,159,7.0,West
19382,2019,Rice,5348,27.5,282,10.0,6.5,44.3,147,5.4,West
19383,2019,Wheat,5845,26.0,401,9.0,6.0,38.4,98,5.9,West
19384,2023,Rice,6468,21.3,312,8.8,6.8,27.3,122,4.7,South
19385,2024,Corn,5885,26.3,283,8.3,6.4,40.7,99,5.9,West
19386,2021,Wheat,7117,26.8,317,8.9,6.5,32.4,131,6.4,North
19387,2019,Wheat,6454,18.8,326,9.7,6.4,39.1,156,6.2,North
19388,2021,Corn,5089,24.5,398,7.3,6.2,32.2,104,5.9,North
19389,2020,Wheat,4998,27.5,396,10.3,6.1,37.6,154,5.0,South
19390,2018,Wheat,6751,17.7,304,8.9,6.1,38.6,113,6.2,West
19391,2024,Wheat,8308,23.6,381,9.7,6.6,24.9,114,4.7,South
19392,2023,Wheat,7322,27.9,322,8.8,6.0,28.0,159,4.8,South
19393,2022,Corn,6029,29.4,314,7.0,6.7,36.3,115,5.2,North
19394,2020,Wheat,6138,25.5,372,8.0,6.6,24.9,117,5.1,West
19395,2024,Wheat,5632,21.3,329,8.0,6.2,29.9,109,5.2,North
19396,2021,Wheat,7836,24.9,357,8.4,6.4,42.4,159,5.5,South
19397,2020,Rice,6360,17.4,313,7.9,6.6,40.2,110,4.7,North
19398,2022,Rice,4887,22.9,371,10.0,5.8,40.5,114,5.6,North
19399,2024,Corn,4915,26.5,373,12.0,6.1,24.7,112,6.1,West
19400,2023,Corn,5400,17.5,345,10.2,6.8,33.5,98,6.0,South
19401,2018,Corn,6091,24.8,364,11.8,6.2,41.8,159,4.7,South
19402,2022,Wheat,4811,24.6,313,10.4,6.5,29.2,119,5.4,North
19403,2024,Rice,6799,19.5,355,9.5,6.0,43.5,97,5.7,South
19404,2023,Rice,6535,24.4,406,10.2,6.2,24.4,95,4.8,North
19405,2021,Corn,8383,22.3,404,10.9,6.6,40.1,98,6.1,West
19406,2022,Rice,6107,23.2,374,11.0,6.3,24.5,123,6.3,North
